por,depth
0.3703281150500788, 352.89484048838125
0.3652164550765076, 395.6282000787713
0.3610393745421887, 438.3615596691612
0.35407235904929824, 501.77235131941717
0.3526999370566821, 545.8842063804648
0.3508583848965485, 587.2390705001972
0.3471531952015843, 636.8649074438756
0.3504444681657728, 667.191807798346
0.351401132979722, 700.2756990941316
0.34395578507985713, 747.1445450964948
0.3374588199784301, 814.690823158724
0.33327621810043695, 849.1532099251676
0.3295609059420701, 883.615596691611
0.32443636283325916, 907.0500196927926
0.3225773264181573, 922.2134698700277
0.3170038980686338, 973.2178022843641
0.31658169932234714, 1040.7640803465933
0.3175374439123506, 1072.4694761717212
0.3175567686152103, 1101.4178810555338
0.31898808494035125, 1145.5297361165815
0.32134661891317884, 1178.6136274123671
0.3293006666102263, 1193.7770775896022
0.33865934413798926, 1213.0760141788107
0.3330730326532265, 1244.7814100039386
0.32560836005050176, 1262.7018511224892
0.31628649148056676, 1298.5427333595906
0.3121094109462479, 1341.2760929499805
0.3140080169910149, 1385.3879480110281
0.3116899728717981, 1412.9578574241827
0.30750092942618523, 1437.7707758960223
0.3061183849701665, 1466.7191807798347
0.30333029045948634, 1490.1536037810165
0.2991486088054389, 1525.9944860181174
0.29402222524873656, 1546.6719180779837
0.2888986023638713, 1571.484836549823
0.2833086099833255, 1597.6762504923202
0.27725868967471934, 1634.895628200079
0.27494064555550257, 1662.465537613234
0.2730954124995859, 1698.306419850335
0.27264744748281955, 1727.2548247341476
0.27407140201639457, 1760.3387160299333
0.27315614728000215, 1789.2871209137459
0.2745883838290888, 1834.7774714454515
0.28162441611790645, 1874.7538400945257
0.2863157177930822, 1902.3237495076803
0.29147062829210135, 1924.3796770382044
0.29475822036050703, 1949.1925955100435
0.29898775365973074, 1985.033477747145
0.29714344082776, 2022.2528554549037
0.2939027801805849, 2067.7432059866096
0.2929930467878663, 2104.9625836943687
0.29628800064783767, 2140.8034659314694
0.29725202725335254, 2184.915320992517
0.30197093564689914, 2253.8400945254043
0.3094668958637774, 2282.788499409217
0.32724783103216004, 2318.629381646318
0.32727083663080236, 2353.091768412761
0.33056579049077395, 2388.9326506498633
0.3217121318644107, 2426.1520283576215
0.327801621802682, 2448.207955888146
0.3338911117409533, 2470.2638834186696
0.3329786176763978, 2503.347774714455
0.33113062394864423, 2535.053170539583
0.31855061047656585, 2590.1929893658926
0.3064360462762219, 2642.5758172508868
0.29945890831992883, 2690.823158723908
0.3060166082017719, 2714.2575817250895
0.3097770113334781, 2747.3414730208747
0.3028035542729679, 2801.102796376527
0.29208809855966567, 2849.3501378495475
0.30565514423590123, 2872.7845608507296
0.3229614278930919, 2897.5974793225687
0.32253186735523953, 2954.115793619536
0.3206967567627257, 3005.1201260338726
0.3211852116331031, 3036.825521859
0.3226064054948412, 3065.773926742813
0.32310866372440383, 3118.156754627807
0.3273308352320621, 3142.9696730996466
0.320341734364475, 3173.2965734541167
0.31709555237362586, 3210.5159511618754
0.3194605279140732, 3253.2493107522655
0.3208872431194856, 3290.4686884600246
0.32324301642047604, 3319.417093343837
0.32606055809741874, 3340.0945254037033
